Municipio;UF;Regiao;Ano;Populacao;PessoalOcupado;PessoalAssalariado;PIB;QtEmpresas;AreaPlantada_h;VlProducaoAgricola;VlProducaoPecuaria;Area;NrNascimentos;NrObitosInfantis;povoamento;Exportacoes_R$
Muçum;RS;Sul;2018,5;4972,33;2399,67;1903,83;257330600,0;308,33;28333,33;38000,0;5166,67;110,9;47,17;0,17;44,84;3956408,73
Mário Campos;MG;Sudeste;2018,5;15309,17;1367,67;1157,33;163036000,0;177,17;190000,0;0,0;7000,0;35,2;211,0;2,83;434,92;198005,75
Mâncio Lima;AC;Norte;2018,5;18670,67;889,0;828,5;206524600,0;77,83;33333,33;50166,67;4500,0;5453,0;365,67;5,83;3,42;0,0
Mãe do Rio;PA;Norte;2018,5;29831,67;2687,83;2372,17;297097400,0;306,0;55000,0;33833,33;2500,0;469,5;574,5;8,83;63,54;0,0
Mãe dÁgua;PB;Nordeste;2018,5;4007,0;354,83;334,33;32821200,0;24,67;0,0;0,0;0,0;243,8;46,5;0,67;16,44;0,0
Nacip Raydan;MG;Sudeste;2018,5;2754,33;679,17;618,17;29517200,0;27,0;575000,0;16500,0;11666,67;233,5;26,33;0,33;13,86;0,0
Nantes;SP;Sudeste;2018,5;3116,83;330,33;269,67;121920200,0;58,5;298333,33;195000,0;4833,33;286,2;39,0;0,33;10,89;0,0
Nanuque;MG;Sudeste;2018,5;41072,0;4811,67;3842,67;730033600,0;759,33;63333,33;6333,33;64500,0;1518,0;466,0;6,33;27,06;247975,55
Naque;MG;Sudeste;2018,5;6983,0;671,0;576,17;75425000,0;77,17;146666,67;0,0;7000,0;127,2;108,83;1,33;54,9;0,0
Narandiba;SP;Sudeste;2018,5;4828,0;1409,0;1298,83;204673600,0;96,33;483333,33;305833,33;3833,33;358,0;74,0;1,33;13,49;7138430,88
Natal;RN;Nordeste;2018,5;885298,67;299292,67;266341,0;23112240200,0;22,37;0,0;0,0;4333,33;167,2;11,17;135,83;5294,85;514271504,49
Natalândia;MG;Sudeste;2018,5;3333,67;402,83;329,33;50118200,0;79,17;28333,33;8833,33;3166,67;468,7;42,0;0,83;7,11;0,0
Natividade;RJ;Sudeste;2018,5;15200,5;2542,83;2211,17;279631400,0;244,33;953333,33;4333,33;12500,0;386,7;176,33;1,5;39,31;0,0
Natividade;TO;Norte;2018,5;7879,5;2379,33;1995,17;151306600,0;145,83;53333,33;22500,0;10833,33;3240,7;122,83;1,5;2,86;0,0
Natividade da Serra;SP;Sudeste;2018,5;6688,67;2195,33;1302,0;73898400,0;383,83;240000,0;2666,67;6666,67;833,4;61,5;0,67;8,03;0,0
Natuba;PB;Nordeste;2018,5;10454,5;655,33;613,17;83490400,0;35,5;56666,67;34500,0;0,0;205,0;97,0;1,17;51,0;0,0
Natércia;MG;Sudeste;2018,5;4758,67;560,67;437,33;77440600,0;92,67;40000,0;44666,67;21500,0;188,7;37,0;0,0;25,22;0,0
Navegantes;SC;Sul;2018,5;80370,17;16442,5;13825,0;4174874200,0;2,0;30000,0;21333,33;7666,67;111,5;1,44;15,33;720,81;2190152673,96
Naviraí;MS;Centro-Oeste;2018,5;54442,83;9929,5;8114,33;1855420600,0;1,48;4561666,67;455506,17;5666,67;3193,5;860,17;8,17;17,05;12070484,69
Nazareno;MG;Sudeste;2018,5;8608,0;1410,67;1236,83;297455400,0;156,17;33333,33;53666,67;48166,67;329,1;76,0;0,83;26,16;3963447,2
Nazarezinho;PB;Nordeste;2018,5;7295,5;422,0;364,17;57855600,0;66,17;0,0;4166,67;5500,0;191,5;87,83;0,83;38,1;0,0
Nazaria;PI;Nordeste;2018,5;8527,17;1141,17;2496,0;83940600,0;54,5;5000,0;3833,33;2333,33;363,6;156,83;1,83;23,45;0,0
Nazaré;BA;Nordeste;2018,5;28871,17;2693,17;2230,0;266509800,0;417,0;0,0;3333,33;0,0;253,8;312,0;4,83;113,76;373003,71
Nazaré;TO;Norte;2018,5;3940,17;267,33;240,17;47608600,0;30,0;111666,67;2500,0;1500,0;395,9;60,67;0,33;9,95;370578,35
Nazaré Paulista;SP;Sudeste;2018,5;18419,0;3310,0;2737,5;358161000,0;447,0;0,0;5333,33;4000,0;325,9;220,67;2,83;56,52;16414376,4
Nazaré da Mata;PE;Nordeste;2018,5;32422,83;3476,5;3027,33;531435600,0;377,17;51666,67;54833,33;44833,33;150,3;419,67;3,67;215,72;25274086,79
Nazaré do Piauí;PI;Nordeste;2018,5;7300,0;472,0;409,83;54615200,0;59,83;0,0;0,0;1500,0;1315,8;93,33;1,0;5,55;0,0
Nazário;GO;Centro-Oeste;2018,5;9066,0;1023,0;818,0;194397400,0;163,67;35000,0;33166,67;40666,67;269,1;89,67;0,83;33,69;2216506,4
Nepomuceno;MG;Sudeste;2018,5;26869,33;3026,17;2371,5;475237000,0;474,0;716666,67;526166,67;388166,67;582,6;260,5;3,17;46,12;2764784,49
Nerópolis;GO;Centro-Oeste;2018,5;29425,33;5781,83;4726,17;791343400,0;771,0;0,0;13333,33;21666,67;204,2;478,5;5,83;144,1;114304864,33
Neves Paulista;SP;Sudeste;2018,5;8951,33;1718,83;1364,0;218650200,0;263,17;368333,33;37666,67;5833,33;218,3;91,83;1,0;41,0;249838,59
Neópolis;SE;Nordeste;2018,5;18792,33;2611,17;2401,5;260122600,0;171,0;48333,33;32166,67;1166,67;266,0;247,17;5,33;70,65;4159534,05
Nhamundá;AM;Norte;2018,5;21126,67;944,33;910,5;156773800,0;40,83;0,0;12333,33;0,0;14105,6;338,5;6,33;1,5;0,0
Nhandeara;SP;Sudeste;2018,5;11459,33;2355,17;1358,83;324550600,0;731,67;453333,33;224666,67;11666,67;435,8;90,33;0,83;26,29;0,0
Nicolau Vergueiro;RS;Sul;2018,5;1703,0;253,0;178,5;84893000,0;70,0;251666,67;47666,67;26666,67;155,8;21,33;0,17;10,93;0,0
Nilo Peçanha;BA;Nordeste;2018,5;14132,17;765,17;693,17;136303000,0;88,5;75000,0;20500,0;25166,67;399,3;179,0;3,0;35,39;0,0
Nilópolis;RJ;Sudeste;2018,5;161164,67;17971,17;14977,33;2777087800,0;1,98;0,0;0,0;0,0;19,4;1,72;28,83;8307,46;129504,0
Nina Rodrigues;MA;Nordeste;2018,5;14489,0;1048,5;975,5;71159200,0;30,17;38333,33;2500,0;0,0;572,5;222,33;3,33;25,31;0,0
Ninheira;MG;Sudeste;2018,5;10325,5;764,17;663,33;85726000,0;92,5;55000,0;61166,67;4833,33;1108,2;99,0;1,17;9,32;0,0
Nioaque;MS;Centro-Oeste;2018,5;13987,5;1126,17;2371,83;299755000,0;169,0;135000,0;36666,67;5000,0;3923,8;171,33;2,17;3,56;0,0
Nipoã;SP;Sudeste;2018,5;5154,67;682,83;538,17;92158000,0;116,83;26666,67;47333,33;7333,33;137,8;69,0;0,33;37,41;0,0
Niquelândia;GO;Centro-Oeste;2018,5;46286,0;5227,5;4177,17;1068949200,0;740,33;535000,0;660500,0;24833,33;9843,2;431,67;5,5;4,7;2761755,16
Niterói;RJ;Sudeste;2018,5;509096,5;178260,83;149293,83;35677042000,0;18,59;20000,0;0,0;39333,33;133,9;5,91;61,33;3802,06;1804008735,07
Nobres;MT;Centro-Oeste;2018,5;15199,17;2482,5;1986,67;624299800,0;416,67;621666,67;591500,0;4666,67;3892,1;259,17;3,33;3,91;583071,88
Nonoai;RS;Sul;2018,5;11863,17;1887,17;1481,5;394030800,0;368,67;600000,0;227166,67;22166,67;469,3;191,67;1,5;25,28;33220,43
Nordestina;BA;Nordeste;2018,5;13289,17;913,17;788,17;134264800,0;121,33;18333,33;5000,0;2666,67;461,2;164,83;2,5;28,81;4709323,03
Normandia;RR;Norte;2018,5;11084,17;635,17;617,83;159935400,0;20,33;58333,33;38333,33;0,0;6966,8;471,0;7,67;1,59;943,83
Nortelândia;MT;Centro-Oeste;2018,5;5948,67;637,5;527,0;143002000,0;105,17;596666,67;368833,33;4000,0;1348,9;88,17;1,5;4,41;10610,24
Nossa Senhora Aparecida;SE;Nordeste;2018,5;8821,5;520,67;448,5;110915600,0;63,0;0,0;47333,33;5833,33;340,4;105,5;1,33;25,92;0,0
Nossa Senhora da Glória;SE;Nordeste;2018,5;36877,33;3933,67;4041,67;587062400,0;476,67;0,0;47000,0;206333,33;756,5;598,67;7,17;48,75;0,0
Nossa Senhora das Dores;SE;Nordeste;2018,5;26649,83;3673,0;3316,83;317870200,0;256,17;25000,0;21666,67;41833,33;483,3;337,67;5,17;55,14;80594,47
Nossa Senhora das Graças;PR;Sul;2018,5;4029,67;379,0;287,33;76580400,0;75,17;178333,33;88833,33;4833,33;185,7;49,5;0,5;21,7;0,0
Nossa Senhora de Lourdes;SE;Nordeste;2018,5;6500,0;438,5;379,0;66222000,0;46,67;11666,67;7166,67;36000,0;81,1;80,83;1,0;80,15;0,0
Nossa Senhora de Nazaré;PI;Nordeste;2018,5;4845,5;645,83;602,83;36904400,0;14,0;0,0;833,33;0,0;356,3;56,5;0,83;13,6;0,0
Nossa Senhora do Livramento;MT;Centro-Oeste;2018,5;12941,0;1618,5;1419,5;283071600,0;168,33;28333,33;41833,33;1500,0;5540,7;131,5;1,17;2,34;6200518,04
Nossa Senhora do Socorro;SE;Nordeste;2018,5;183359,83;38360,0;36737,0;2622428000,0;1,25;20000,0;11500,0;4500,0;156,8;3,07;52,83;1169,39;175819877,77
Nossa Senhora dos Remédios;PI;Nordeste;2018,5;8649,17;230,33;188,67;66251200,0;38,5;73333,33;4166,67;0,0;358,5;144,0;2,17;24,13;0,0
Nova Aliança;SP;Sudeste;2018,5;6909,17;1624,67;1374,33;182988400,0;199,67;515000,0;55666,67;4500,0;217,3;84,67;0,67;31,8;124248,11
Nova Aliança do Ivaí;PR;Sul;2018,5;1541,83;249,5;222,83;42821000,0;22,17;61666,67;43833,33;2833,33;131,3;20,83;0,0;11,74;0,0
Nova Alvorada;RS;Sul;2018,5;3585,0;1267,17;983,17;170188000,0;201,0;28333,33;54500,0;57666,67;149,4;38,0;0,5;24,0;10398262,4
Nova Alvorada do Sul;MS;Centro-Oeste;2018,5;21594,67;5009,83;4475,17;1536018000,0;474,33;5691666,67;445469,33;4833,33;4019,3;336,17;3,17;5,37;59419140,77
Nova América;GO;Centro-Oeste;2018,5;2359,33;350,0;324,33;38549600,0;29,17;0,0;3333,33;4833,33;212,0;26,17;0,17;11,13;0,0
Nova América da Colina;PR;Sul;2018,5;3475,5;1565,33;1384,5;83044000,0;63,67;338333,33;33500,0;0,0;129,5;37,5;0,33;26,84;0,0
Nova Andradina;MS;Centro-Oeste;2018,5;53926,83;10377,33;8280,17;2116492600,0;1,51;715000,0;433666,67;40500,0;4776,0;759,5;6,0;11,29;471810428,77
Nova Araçá;RS;Sul;2018,5;4677,5;2782,33;2397,17;235226800,0;271,0;50000,0;22333,33;49666,67;74,4;75,67;0,67;62,87;555767,17
Nova Aurora;GO;Centro-Oeste;2018,5;2211,17;222,33;182,5;51182400,0;46,5;0,0;4333,33;4833,33;302,7;17,17;0,0;7,3;0,0
Nova Aurora;PR;Sul;2018,5;10711,67;2193,5;1509,83;599019400,0;420,5;596666,67;295333,33;39000,0;474,0;142,0;0,83;22,6;1165774,56
Nova Bandeirantes;MT;Centro-Oeste;2018,5;15085,5;1428,67;1094,33;219273800,0;305,83;46666,67;17833,33;6333,33;9606,3;172,33;2,0;1,57;0,0
Nova Bassano;RS;Sul;2018,5;9828,83;4708,5;3773,67;546217400,0;555,83;43333,33;45166,67;64333,33;211,6;83,83;1,17;46,45;1926055,81
